Ngram,Frequency
"('were', 'incorporated', 'in')",1
"('incorporated', 'in', 'the')",1
"('in', 'the', 'clean')",1
"('the', 'clean', 'water')",1
"('trust', 'fund', 'enabling')",1
"('fund', 'enabling', 'legislation')",1
"('enabling', 'legislation', 'and')",1
"('legislation', 'and', 'the')",1
"('and', 'the', 'nhtf')",1
"('the', 'nhtf', 'statute')",1
"('nhtf', 'statute', 'was')",1
"('statute', 'was', 'repealed')",1
"('was', 'repealed', 'see')",1
"('repealed', 'see', 'historical')",1
"('snapshot', 'at', 'httpwebarchiveorgwebhttpwwwncnhtforgpagesaboutnhtfhtm')",1
"('at', 'httpwebarchiveorgwebhttpwwwncnhtforgpagesaboutnhtfhtm', 'note')",1
"('httpwebarchiveorgwebhttpwwwncnhtforgpagesaboutnhtfhtm', 'note', 'added')",1
"('office', 'of', 'administrative')",1
"('of', 'administrative', 'hearings')",1
"('administrative', 'hearings', 'note')",1
"('hearings', 'note', 'added')",1
"('to', 'the', 'grand')",1
"('the', 'grand', 'chapter')",1
"('grand', 'chapter', 'of')",1
"('chapter', 'of', 'nc')",1
"('of', 'nc', 'order')",1
"('nc', 'order', 'of')",1
"('order', 'of', 'the')",1
"('of', 'the', 'eastern')",1
"('the', 'eastern', 'star')",1
"('eastern', 'star', 'note')",1
"('star', 'note', 'added')",1
"('nc', 'onemap', 'is')",1
"('onemap', 'is', 'a')",1
"('is', 'a', 'public')",1
"('nc', 'onemap', 'a')",1
"('onemap', 'a', 'public')",1
"('he', 'north', 'carolina')",1
"('examiners', 'in', 'optometry')",1
"('in', 'optometry', 'note')",1
"('nc', 'physical', 'activity')",1
"('physical', 'activity', 'and')",1
"('activity', 'and', 'nutrition')",1
"('and', 'nutrition', 'branch')",1
"('nutrition', 'branch', 'nc')",1
"('branch', 'nc', 'pan')",1
"('nc', 'pan', 'nc')",1
"('pan', 'nc', 'department')",1
"('public', 'health', 'see')",1
"('health', 'see', 'historical')",1
"('snapshot', 'at', 'httpwebarchiveorgwebhttpwwwncpanbranchcom')",1
"('at', 'httpwebarchiveorgwebhttpwwwncpanbranchcom', 'note')",1
"('httpwebarchiveorgwebhttpwwwncpanbranchcom', 'note', 'added')",1
"('nc', 'ports', 'note')",1
"('ports', 'note', 'added')",1
"('nc', 'progress', 'portal')",1
"('progress', 'portal', 'note')",1
"('portal', 'note', 'added')",1
"('nc', 'psychology', 'board')",1
"('psychology', 'board', 'note')",1
"('physical', 'therapy', 'examiners')",1
"('therapy', 'examiners', 'note')",1
"('historical', 'publications', 'north')",1
"('publications', 'north', 'carolina')",1
"('of', 'archives', 'and')",1
"('archives', 'and', 'history')",1
"('and', 'history', 'department')",1
"('history', 'department', 'of')",1
"('cultural', 'resources', 'wwwncpublicationscom')",1
"('resources', 'wwwncpublicationscom', 'note')",1
"('wwwncpublicationscom', 'note', 'added')",1
"('nc', 'public', 'schools')",1
"('public', 'schools', 'note')",1
"('radiation', 'protection', 'section')",1
"('protection', 'section', 'nc')",1
"('section', 'nc', 'department')",1
"('nc', 'radon', 'awarenes')",1
"('radon', 'awarenes', 'site')",1
"('awarenes', 'site', 'note')",1
"('we', 'serve', 'the')",1
"('serve', 'the', 'nc')",1
"('the', 'nc', 'insurance')",1
"('nc', 'insurance', 'industry')",1
"('insurance', 'industry', 'by')",1
"('industry', 'by', 'providing')",1
"('by', 'providing', 'services')",1
"('providing', 'services', 'and')",1
"('services', 'and', 'programs')",1
"('and', 'programs', 'for')",1
"('programs', 'for', 'automobile')",1
"('for', 'automobile', 'property')",1
"('automobile', 'property', 'and')",1
"('property', 'and', 'workers')",1
"('and', 'workers', 'compensation')",1
"('compensation', 'insurance', 'this')",1
"('insurance', 'this', 'site')",1
"('this', 'site', 'contains')",1
"('site', 'contains', 'information')",1
"('contains', 'information', 'for')",1
"('information', 'for', 'these')",1
"('for', 'these', 'types')",1
"('these', 'types', 'of')",1
"('types', 'of', 'insurance')",1
"('north', 'carolina', 'respiratory')",1
"('carolina', 'respiratory', 'care')",1
"('respiratory', 'care', 'note')",1
"('care', 'note', 'added')",1
"('north', 'carolina', 'rural')",1
"('carolina', 'rural', 'electrification')",1
"('rural', 'electrification', 'authority')",1
"('electrification', 'authority', 'note')",1
"('nc', 'state', 'board')",1
"('board', 'of', 'environmental')",1
"('of', 'environmental', 'health')",1
"('environmental', 'health', 'specialist')",1
"('health', 'specialist', 'examiners')",1
"('specialist', 'examiners', 'note')",1
"('nc', 'report', 'cards')",1
"('report', 'cards', 'for')",1
"('cards', 'for', 'schools')",1
"('for', 'schools', 'note')",1
"('nc', 'science', 'and')",1
"('science', 'and', 'technology')",1
"('and', 'technology', 'note')",1
"('technology', 'note', 'added')",1
"('nc', 'school', 'for')",1
"('the', 'deaf', 'note')",1
"('deaf', 'note', 'added')",1
"('nc', 'state', 'employees')",1
"('state', 'employees', 'combined')",1
"('employees', 'combined', 'campaign')",1
"('combined', 'campaign', 'note')",1
"('north', 'carolina', 'seniors')",1
"('carolina', 'seniors', 'health')",1
"('seniors', 'health', 'insurance')",1
"('health', 'insurance', 'information')",1
"('insurance', 'information', 'program')",1
"('information', 'program', 'shiip')",1
"('program', 'shiip', 'note')",1
"('shiip', 'note', 'added')",1
"('north', 'carolina', 'sickle')",1
"('carolina', 'sickle', 'cell')",1
"('sickle', 'cell', 'syndrome')",1
"('cell', 'syndrome', 'program')",1
"('syndrome', 'program', 'nc')",1
"('carolina', 'state', 'improvement')",1
"('state', 'improvement', 'project')",1
"('improvement', 'project', 'nc')",1
"('project', 'nc', 'sip')",1
"('nc', 'sip', 'nc')",1
"('sip', 'nc', 'sip')",1
"('nc', 'sip', 'is')",1
"('sip', 'is', 'a')",1
"('is', 'a', 'program')",1
"('a', 'program', 'in')",1
"('program', 'in', 'the')",1
"('in', 'the', 'exceptional')",1
"('the', 'exceptional', 'children')",1
"('exceptional', 'children', 'division')",1
"('children', 'division', 'of')",1
"('public', 'instruction', 'nc')",1
"('instruction', 'nc', 'dpi')",1
"('nc', 'dpi', 'note')",1
"('dpi', 'note', 'added')",1
"('thank', 'you', 'for')",1
"('you', 'for', 'visiting')",1
"('for', 'visiting', 'accessnc')",1
"('visiting', 'accessnc', 'your')",1
"('accessnc', 'your', 'onestop')",1
"('your', 'onestop', 'source')",1
"('onestop', 'source', 'for')",1
"('source', 'for', 'north')",1
"('north', 'carolina', 'economic')",1
"('carolina', 'economic', 'data')",1
"('economic', 'data', 'and')",1
"('data', 'and', 'site')",1
"('and', 'site', 'information')",1
"('site', 'information', 'note')",1
"('information', 'note', 'added')",1
"('the', 'carolina', 'star')",1
"('carolina', 'star', 'program')",1
"('star', 'program', 'is')",1
"('program', 'is', 'designed')",1
"('designed', 'to', 'recognize')",1
"('to', 'recognize', 'and')",1
"('recognize', 'and', 'promote')",1
"('and', 'promote', 'effective')",1
"('promote', 'effective', 'safety')",1
"('effective', 'safety', 'and')",1
"('safety', 'and', 'health')",1
"('and', 'health', 'management')",1
"('health', 'management', 'systems')",1
"('management', 'systems', 'in')",1
"('systems', 'in', 'star')",1
"('in', 'star', 'management')",1
"('star', 'management', 'labor')",1
"('management', 'labor', 'and')",1
"('labor', 'and', 'osh')",1
"('and', 'osh', 'establish')",1
"('osh', 'establish', 'a')",1
"('establish', 'a', 'cooperative')",1
"('a', 'cooperative', 'relationship')",1
"('cooperative', 'relationship', 'at')",1
"('relationship', 'at', 'a')",1
"('at', 'a', 'workplace')",1
"('a', 'workplace', 'that')",1
"('workplace', 'that', 'has')",1
"('that', 'has', 'implemented')",1
"('has', 'implemented', 'a')",1
"('implemented', 'a', 'strong')",1
"('a', 'strong', 'program')",1
"('strong', 'program', 'note')",1
"('nc', 'state', 'fair')",1
"('nc', 'stormwater', 'and')",1
"('stormwater', 'and', 'runoff')",1
"('and', 'runoff', 'pollution')",1
"('runoff', 'pollution', 'site')",1
"('pollution', 'site', 'note')",1
"('nc', 'state', 'univ')",1
"('state', 'univ', 'extension')",1
"('univ', 'extension', 'note')",1
"('nc', 'symphony', 'note')",1
"('symphony', 'note', 'added')",1
"('tobacco', 'free', 'schools')",1
"('free', 'schools', 'nc')",1
"('schools', 'nc', 'department')",1
"('north', 'carolina', 'japan')",1
"('carolina', 'japan', 'office')",1
"('japan', 'office', 'note')",1
"('nctopps', 'homepage', 'is')",1
"('homepage', 'is', 'now')",1
"('is', 'now', 'httpwwwncdhhsgovmhddsasprovidersnctoppsindexhtm')",1
"('now', 'httpwwwncdhhsgovmhddsasprovidersnctoppsindexhtm', 'entry')",1
"('httpwwwncdhhsgovmhddsasprovidersnctoppsindexhtm', 'entry', 'still')",1
"('entry', 'still', 'included')",1
"('still', 'included', 'here')",1
"('here', 'for', 'nctoppsncdmhnet')",1
"('for', 'nctoppsncdmhnet', 'pattern')",1
"('nctoppsncdmhnet', 'pattern', 'for')",1
"('pattern', 'for', 'pages')",1
"('for', 'pages', 'such')",1
"('pages', 'such', 'as')",1
"('such', 'as', 'httpswwwgooglecomsearchqsiteanctoppsncdmhnet')",1
"('as', 'httpswwwgooglecomsearchqsiteanctoppsncdmhnet', 'note')",1
"('httpswwwgooglecomsearchqsiteanctoppsncdmhnet', 'note', 'added')",1
"('office', 'of', 'state')",1
"('of', 'state', 'personnel')",1
"('state', 'personnel', 'note')",1
"('personnel', 'note', 'added')",1
"('nc', 'transportation', 'museum')",1
"('transportation', 'museum', 'note')",1
"('museum', 'note', 'added')",1
"('of', 'state', 'treasurer')",1
"('north', 'carolina', 'veterinary')",1
"('carolina', 'veterinary', 'medical')",1
"('veterinary', 'medical', 'board')",1
"('north', 'carolinas', 'marketplace')",1
"('carolinas', 'marketplace', 'for')",1
"('marketplace', 'for', 'discarded')",1
"('for', 'discarded', 'or')",1
"('discarded', 'or', 'surplus')",1
"('or', 'surplus', 'materials')",1
"('surplus', 'materials', 'and')",1
"('materials', 'and', 'products')",1
"('and', 'products', 'note')",1
"('products', 'note', 'added')",1
"('north', 'carolina', 'well')",1
"('carolina', 'well', 'contractors')",1
"('contractors', 'certification', 'commission')",1
"('certification', 'commission', 'protects')",1
"('commission', 'protects', 'the')",1
"('protects', 'the', 'public')",1
"('the', 'public', 'health')",1
"('public', 'health', 'and')",1
"('health', 'and', 'safety')",1
"('and', 'safety', 'by')",1
"('safety', 'by', 'ensuring')",1
"('by', 'ensuring', 'the')",1
"('ensuring', 'the', 'integrity')",1
"('the', 'integrity', 'and')",1
"('integrity', 'and', 'competence')",1
"('and', 'competence', 'of')",1
"('competence', 'of', 'well')",1
"('of', 'well', 'contractors')",1
"('well', 'contractors', 'through')",1
"('contractors', 'through', 'examination')",1
"('through', 'examination', 'certification')",1
"('examination', 'certification', 'continuing')",1
"('certification', 'continuing', 'education')",1
"('continuing', 'education', 'and')",1
"('education', 'and', 'enforcement')",1
"('and', 'enforcement', 'the')",1
"('enforcement', 'the', 'well')",1
"('the', 'well', 'contractors')",1
"('contractors', 'certification', 'unit')",1
"('certification', 'unit', 'is')",1
"('unit', 'is', 'now')",1
"('is', 'now', 'part')",1
"('now', 'part', 'of')",1
"('of', 'the', 'department')",1
"('the', 'department', 'of')",1
"('nc', 'wildlife', 'resource')",1
"('wildlife', 'resource', 'commission')",1
"('resource', 'commission', 'note')",1
"('nc', 'wiseowl', 'nc')",1
"('wiseowl', 'nc', 'online')",1
"('nc', 'online', 'windows')",1
"('online', 'windows', 'for')",1
"('windows', 'for', 'learning')",1
"('for', 'learning', 'has')",1
"('learning', 'has', 'been')",1
"('has', 'been', 'providing')",1
"('been', 'providing', 'online')",1
"('providing', 'online', 'subscription')",1
"('online', 'subscription', 'resources')",1
"('subscription', 'resources', 'for')",1
"('resources', 'for', 'our')",1
"('for', 'our', 'schools')",1
"('our', 'schools', 'since')",1
"('schools', 'since', 'our')",1
"('since', 'our', 'mission')",1
"('our', 'mission', 'is')",1
"('is', 'to', 'ensure')",1
"('to', 'ensure', 'that')",1
"('ensure', 'that', 'all')",1
"('that', 'all', 'of')",1
"('all', 'of', 'our')",1
"('of', 'our', 'public')",1
"('our', 'public', 'and')",1
"('public', 'and', 'charter')",1
"('and', 'charter', 'school')",1
"('charter', 'school', 'students')",1
"('school', 'students', 'have')",1
"('students', 'have', 'access')",1
"('have', 'access', 'to')",1
"('access', 'to', 'a')",1
"('to', 'a', 'collection')",1
"('a', 'collection', 'of')",1
"('collection', 'of', 'online')",1
"('of', 'online', 'resources')",1
"('online', 'resources', 'for')",1
"('resources', 'for', 'use')",1
"('for', 'use', 'in')",1
"('use', 'in', 'research')",1
"('in', 'research', 'projects')",1
"('research', 'projects', 'and')",1
"('projects', 'and', 'homework')",1
"('and', 'homework', 'assignments')",1
"('homework', 'assignments', 'without')",1
"('assignments', 'without', 'regard')",1
"('without', 'regard', 'to')",1
"('regard', 'to', 'the')",1
"('to', 'the', 'economic')",1
"('the', 'economic', 'status')",1
"('economic', 'status', 'of')",1
"('status', 'of', 'their')",1
"('of', 'their', 'local')",1
"('their', 'local', 'school')",1
"('local', 'school', 'system')",1
"('school', 'system', 'nc')",1
"('system', 'nc', 'wiseowl')",1
"('nc', 'wiseowl', 'has')",1
"('wiseowl', 'has', 'three')",1
"('has', 'three', 'major')",1
"('three', 'major', 'strengths')",1
"('major', 'strengths', 'as')",1
"('strengths', 'as', 'an')",1
"('as', 'an', 'educational')",1
"('an', 'educational', 'resource')",1
"('educational', 'resource', 'note')",1
"('resource', 'note', 'added')",1
"('nc', 'zoo', 'is')",1
"('zoo', 'is', 'an')",1
"('is', 'an', 'agency')",1
"('an', 'agency', 'of')",1
"('department', 'of', 'natural')",1
"('of', 'natural', 'and')",1
"('natural', 'and', 'cultural')",1
"('and', 'cultural', 'resources')",1
"('north', 'dakota', 'league')",1
"('dakota', 'league', 'of')",1
"('league', 'of', 'cities')",1
"('of', 'cities', 'note')",1
"('cities', 'note', 'added')",1
"('of', 'wildlife', 'note')",1
"('wildlife', 'note', 'added')",1
"('of', 'wildlife', 'ndow')",1
"('wildlife', 'ndow', 'licensing')",1
"('ndow', 'licensing', 'note')",1
"('licensing', 'note', 'added')",1
"('north', 'dakota', 'recorders')",1
"('dakota', 'recorders', 'information')",1
"('recorders', 'information', 'network')",1
"('information', 'network', 'note')",1
"('network', 'note', 'added')",1
"('for', 'north', 'dakota')",1
"('north', 'dakota', 'note')",1
"('nebraska', 'ethanol', 'board')",1
"('ethanol', 'board', 'note')",1
"('nebraska', 'agrelations', 'council')",1
"('agrelations', 'council', 'note')",1
"('nebraska', 'association', 'of')",1
"('association', 'of', 'transportation')",1
"('of', 'transportation', 'providers')",1
"('transportation', 'providers', 'note')",1
"('providers', 'note', 'added')",1
"('nebraska', 'arts', 'council')",1
"('arts', 'council', 'the')",1
"('council', 'the', 'council')",1
"('the', 'council', 'is')",1
"('council', 'is', 'funded')",1
"('is', 'funded', 'by')",1
"('funded', 'by', 'the')",1
"('state', 'of', 'nebraska')",1
"('of', 'nebraska', 'the')",1
"('nebraska', 'the', 'national')",1
"('for', 'the', 'arts')",1
"('the', 'arts', 'and')",1
"('arts', 'and', 'the')",1
"('and', 'the', 'nebraska')",1
"('the', 'nebraska', 'cultural')",1
"('nebraska', 'cultural', 'endowment')",1
"('cultural', 'endowment', 'note')",1
"('endowment', 'note', 'added')",1
"('nebraska', 'corn', 'board')",1
"('corn', 'board', 'note')",1
"('nebraska', 'dry', 'bean')",1
"('dry', 'bean', 'commission')",1
"('bean', 'commission', 'note')",1
"('nebraska', 'state', 'historical')",1
"('state', 'historical', 'society')",1
"('nebraska', 'state', 'racing')",1
"('state', 'racing', 'commission')",1
"('racing', 'commission', 'note')",1
"('nebraska', 'wheat', 'board')",1
"('wheat', 'board', 'note')",1
"('nebraska', 'department', 'of')",1
"('department', 'of', 'economic')",1
"('nebraska', 'lottery', 'note')",1
"('the', 'nevada', 'judiciary')",1
"('nevada', 'judiciary', 'note')",1
"('judiciary', 'note', 'added')",1
"('pennsylvania', 'department', 'of')",1
"('department', 'of', 'community')",1
"('of', 'community', 'economic')",1
"('community', 'economic', 'development')",1
"('nebraska', 'forest', 'service')",1
"('nh', 'historical', 'society')",1
"('nh', 'municipal', 'association')",1
"('municipal', 'association', 'note')",1
"('new', 'hampshire', 'lottery')",1
"('hampshire', 'lottery', 'commission')",1
"('lottery', 'commission', 'note')",1
"('nh', 'state', 'parks')",1
"('new', 'jersey', 'economic')",1
"('jersey', 'economic', 'development')",1
"('division', 'of', 'fish')",1
"('of', 'fish', 'and')",1
"('and', 'wildlife', 'nj')",1
"('wildlife', 'nj', 'department')",1
"('department', 'of', 'environmental')",1
"('of', 'environmental', 'protection')",1
"('environmental', 'protection', 'note')",1
"('protection', 'note', 'added')",1
"('jersey', 'state', 'library')",1
"('new', 'jersey', 'surcharge')",1
"('jersey', 'surcharge', 'violation')",1
"('surcharge', 'violation', 'system')",1
"('violation', 'system', 'njsvs')",1
"('system', 'njsvs', 'note')",1
"('njsvs', 'note', 'added')",1
"('new', 'mexico', 'lottery')",1
"('mexico', 'lottery', 'note')",1
"('new', 'mexico', 'environmental')",1
"('mexico', 'environmental', 'public')",1
"('health', 'tracking', 'note')",1
"('tracking', 'note', 'added')",1
"('special', 'supplemental', 'nutrition')",1
"('supplemental', 'nutrition', 'program')",1
"('nutrition', 'program', 'for')",1
"('program', 'for', 'new')",1
"('new', 'mexico', 'women')",1
"('mexico', 'women', 'infants')",1
"('women', 'infants', 'children')",1
"('infants', 'children', 'note')",1
"('children', 'note', 'added')",1
"('nutrition', 'services', 'branch')",1
"('services', 'branch', 'womens')",1
"('branch', 'womens', 'and')",1
"('womens', 'and', 'childrens')",1
"('and', 'childrens', 'health')",1
"('childrens', 'health', 'nc')",1
"('public', 'health', 'ncdepartment')",1
"('health', 'ncdepartment', 'of')",1
"('ncdepartment', 'of', 'health')",1
"('aging', 'and', 'disability')",1
"('and', 'disability', 'services')",1
"('disability', 'services', 'division')",1
"('services', 'division', 'department')",1
"('division', 'department', 'of')",1
"('human', 'services', 'state')",1
"('services', 'state', 'of')",1
"('state', 'of', 'nevada')",1
"('of', 'nevada', 'note')",1
"('york', 'state', 'conference')",1
"('state', 'conference', 'of')",1
"('conference', 'of', 'mayors')",1
"('of', 'mayors', 'and')",1
"('mayors', 'and', 'municipal')",1
"('and', 'municipal', 'officials')",1
"('municipal', 'officials', 'nycom')",1
"('officials', 'nycom', 'note')",1
"('nycom', 'note', 'added')",1
"('new', 'york', 'historical')",1
"('york', 'historical', 'society')",1
"('historical', 'society', 'museum')",1
"('society', 'museum', 'and')",1
"('museum', 'and', 'library')",1
"('york', 'state', 'council')",1
"('state', 'council', 'on')",1
"('council', 'on', 'the')",1
"('on', 'the', 'arts')",1
"('the', 'arts', 'note')",1
"('york', 'state', 'egovernment')",1
"('state', 'egovernment', 'listing')",1
"('egovernment', 'listing', 'of')",1
"('listing', 'of', 'state')",1
"('of', 'state', 'agencies')",1
"('york', 'state', 'fair')",1
"('york', 'state', 'homes')",1
"('state', 'homes', 'and')",1
"('homes', 'and', 'community')",1
"('and', 'community', 'renewal')",1
"('community', 'renewal', 'note')",1
"('renewal', 'note', 'added')",1
"('york', 'state', 'local')",1
"('state', 'local', 'government')",1
"('local', 'government', 'it')",1
"('government', 'it', 'directors')",1
"('it', 'directors', 'association')",1
"('directors', 'association', 'nyslgitda')",1
"('association', 'nyslgitda', 'note')",1
"('nyslgitda', 'note', 'added')",1
"('york', 'state', 'police')",1
"('state', 'police', 'recruitment')",1
"('police', 'recruitment', 'center')",1
"('recruitment', 'center', 'note')",1
"('ok', 'corporation', 'commission')",1
"('corporation', 'commission', 'note')",1
"('office', 'of', 'hawaiian')",1
"('of', 'hawaiian', 'affairs')",1
"('hawaiian', 'affairs', 'under')",1
"('affairs', 'under', 'the')",1
"('under', 'the', 'direction')",1
"('the', 'direction', 'of')",1
"('direction', 'of', 'nine')",1
"('of', 'nine', 'trustees')",1
"('nine', 'trustees', 'elected')",1
"('trustees', 'elected', 'statewide')",1
"('elected', 'statewide', 'oha')",1
"('statewide', 'oha', 'has')",1
"('oha', 'has', 'functioned')",1
"('has', 'functioned', 'operationally')",1
"('functioned', 'operationally', 'as')",1
"('operationally', 'as', 'both')",1
"('as', 'both', 'a')",1
"('both', 'a', 'government')",1
"('a', 'government', 'agency')",1
"('government', 'agency', 'with')",1
"('agency', 'with', 'a')",1
"('with', 'a', 'strong')",1
"('a', 'strong', 'degree')",1
"('strong', 'degree', 'of')",1
"('degree', 'of', 'autonomy')",1
"('of', 'autonomy', 'and')",1
"('autonomy', 'and', 'as')",1
"('and', 'as', 'a')",1
"('as', 'a', 'trust')",1
"('a', 'trust', 'note')",1
"('ohio', 'bureau', 'of')",1
"('bureau', 'of', 'workers')",1
"('workers', 'compensation', 'note')",1
"('compensation', 'note', 'added')",1
"('ohio', 'humanities', 'council')",1
"('ohio', 'lottery', 'note')",1
"('ohio', 'recorders', 'association')",1
"('recorders', 'association', 'note')",1
"('oregon', 'historical', 'society')",1
"('ok', 'career', 'tech')",1
"('career', 'tech', 'website')",1
"('tech', 'website', 'note')",1
"('ok', 'dept', 'of')",1
"('dept', 'of', 'human')",1
"('oklibshare', 'oklahoma', 'department')",1
"('department', 'of', 'libraries')",1
"('of', 'libraries', 'note')",1
"('ok', 'lp', 'gas')",1
"('lp', 'gas', 'commission')",1
"('gas', 'commission', 'note')",1
"('state', 'of', 'virginia')",1
"('of', 'virginia', 'olmstead')",1
"('virginia', 'olmstead', 'initiative')",1
"('olmstead', 'initiative', 'note')",1
"('initiative', 'note', 'added')",1
"('ohio', 'municipal', 'league')",1
"('municipal', 'league', 'note')",1
"('league', 'note', 'added')",1
"('office', 'of', 'land')",1
"('of', 'land', 'and')",1
"('land', 'and', 'water')",1
"('and', 'water', 'stewardship')",1
"('water', 'stewardship', 'a')",1
"('stewardship', 'a', 'nonregulatory')",1
"('a', 'nonregulatory', 'division')",1
"('nonregulatory', 'division', 'within')",1
"('division', 'within', 'north')",1
"('within', 'north', 'carolinas')",1
"('north', 'carolinas', 'denr')",1
"('carolinas', 'denr', 'that')",1
"('denr', 'that', 'provides')",1
"('that', 'provides', 'information')",1
"('provides', 'information', 'and')",1
"('information', 'and', 'assistance')",1
"('and', 'assistance', 'to')",1
"('assistance', 'to', 'support')",1
"('to', 'support', 'effective')",1
"('support', 'effective', 'conservation')",1
"('effective', 'conservation', 'and')",1
"('conservation', 'and', 'resilient')",1
"('and', 'resilient', 'communities')",1
"('resilient', 'communities', 'note')",1
"('communities', 'note', 'added')",1
"('oregon', 'arts', 'commission')",1
"('oregon', 'governors', 'office')",1
"('office', 'of', 'film')",1
"('of', 'film', 'and')",1
"('film', 'and', 'television')",1
"('and', 'television', 'note')",1
"('television', 'note', 'added')",1
"('oregon', 'lottery', 'note')",1
"('oregon', 'state', 'fair')",1
"('the', 'oklahoma', 'resources')",1
"('oklahoma', 'resources', 'integration')",1
"('resources', 'integration', 'general')",1
"('integration', 'general', 'information')",1
"('general', 'information', 'network')",1
"('information', 'network', 'system')",1
"('network', 'system', 'origins')",1
"('system', 'origins', 'is')",1
"('origins', 'is', 'an')",1
"('is', 'an', 'online')",1
"('an', 'online', 'database')",1
"('online', 'database', 'which')",1
"('database', 'which', 'contains')",1
"('which', 'contains', 'economic')",1
"('contains', 'economic', 'social')",1
"('economic', 'social', 'and')",1
"('social', 'and', 'demographic')",1
"('and', 'demographic', 'data')",1
"('demographic', 'data', 'intended')",1
"('data', 'intended', 'for')",1
"('intended', 'for', 'use')",1
"('for', 'use', 'by')",1
"('use', 'by', 'community')",1
"('by', 'community', 'leaders')",1
"('community', 'leaders', 'educators')",1
"('leaders', 'educators', 'businesses')",1
"('educators', 'businesses', 'government')",1
"('businesses', 'government', 'agencies')",1
"('government', 'agencies', 'and')",1
"('agencies', 'and', 'decision')",1
"('and', 'decision', 'makers')",1
"('decision', 'makers', 'note')",1
"('makers', 'note', 'added')",1
"('the', 'state', 'bank')",1
"('state', 'bank', 'commissioner')",1
"('bank', 'commissioner', 'of')",1
"('commissioner', 'of', 'kansas')",1
"('ok', 'state', 'court')",1
"('state', 'court', 'system')",1
"('of', 'the', 'maryland')",1
"('the', 'maryland', 'state')",1
"('maryland', 'state', 'prosecutor')",1
"('state', 'prosecutor', 'note')",1
"('prosecutor', 'note', 'added')",1
"('division', 'of', 'environmental')",1
"('of', 'environmental', 'assistance')",1
"('environmental', 'assistance', 'and')",1
"('assistance', 'and', 'customer')",1
"('and', 'customer', 'service')",1
"('customer', 'service', 'note')",1
"('commonwealth', 'of', 'pennsylvanias')",1
"('of', 'pennsylvanias', 'media')",1
"('pennsylvanias', 'media', 'hub')",1
"('media', 'hub', 'note')",1
"('hub', 'note', 'added')",1
"('unified', 'judicial', 'system')",1
"('judicial', 'system', 'of')",1
"('system', 'of', 'pennsylvania')",1
"('pa', 'ehealth', 'partnership')",1
"('ehealth', 'partnership', 'authority')",1
"('partnership', 'authority', 'note')",1
"('pennsylvania', 'firstnet', 'see')",1
"('firstnet', 'see', 'also')",1
"('see', 'also', 'httpwwwntiadocgovsligppennsylvania')",1
"('also', 'httpwwwntiadocgovsligppennsylvania', 'note')",1
"('httpwwwntiadocgovsligppennsylvania', 'note', 'added')",1
"('republic', 'of', 'palau')",1
"('of', 'palau', 'national')",1
"('palau', 'national', 'government')",1
"('national', 'government', 'note')",1
"('palau', 'judiciary', 'branch')",1
"('judiciary', 'branch', 'note')",1
"('force', 'public', 'affairs')",1
"('public', 'affairs', 'office')",1
"('affairs', 'office', 'website')",1
"('office', 'website', 'mirrored')",1
"('website', 'mirrored', 'on')",1
"('mirrored', 'on', 'gasdfcom')",1
"('on', 'gasdfcom', 'referenced')",1
"('gasdfcom', 'referenced', 'on')",1
"('referenced', 'on', 'httpsgangmilleadershipgeorgiastatedefenseforce')",1
"('south', 'dakota', 'parks')",1
"('dakota', 'parks', 'wildlife')",1
"('parks', 'wildlife', 'foundation')",1
"('wildlife', 'foundation', 'note')",1
"('pa', 'state', 'system')",1
"('state', 'system', 'of')",1
"('system', 'of', 'higher')",1
"('pa', 'patient', 'safety')",1
"('patient', 'safety', 'authority')",1
"('safety', 'authority', 'note')",1
"('pennsylvania', 'turnpike', 'commission')",1
"('turnpike', 'commission', 'note')",1
"('pa', 'health', 'care')",1
"('health', 'care', 'cost')",1
"('care', 'cost', 'containment')",1
"('cost', 'containment', 'council')",1
"('containment', 'council', 'note')",1
"('pa', 'higher', 'education')",1
"('education', 'assistance', 'agency')",1
"('assistance', 'agency', 'note')",1
"('pa', 'higher', 'educational')",1
"('higher', 'educational', 'facilities')",1
"('educational', 'facilities', 'authority')",1
"('pa', 'housing', 'finance')",1
"('in', 'mississippi', 'note')",1
"('south', 'carolina', 'ports')",1
"('carolina', 'ports', 'authority')",1
"('ports', 'authority', 'note')",1
"('the', 'port', 'of')",1
"('port', 'of', 'virginia')",1
"('washington', 'state', 'potato')",1
"('state', 'potato', 'commission')",1
"('alabama', 'historical', 'commission')",1
"('historical', 'commission', 'state')",1
"('commission', 'state', 'of')",1
"('of', 'alabama', 'historic')",1
"('alabama', 'historic', 'preservation')",1
"('historic', 'preservation', 'office')",1
"('preservation', 'office', 'note')",1
"('queen', 'annes', 'revenge')",1
"('annes', 'revenge', 'a')",1
"('revenge', 'a', 'project')",1
"('a', 'project', 'of')",1
"('project', 'of', 'the')",1
"('of', 'the', 'httpwwwqaronlineorg')",1
"('the', 'httpwwwqaronlineorg', 'north')",1
"('httpwwwqaronlineorg', 'north', 'carolina')",1
"('cultural', 'resources', 'to')",1
"('resources', 'to', 'educate')",1
"('to', 'educate', 'the')",1
"('educate', 'the', 'next')",1
"('the', 'next', 'generation')",1
"('next', 'generation', 'on')",1
"('generation', 'on', 'colonial')",1
"('on', 'colonial', 'life')",1
